"Patch","Pred","Spp","PredSize","PreySize"
"AA4","Nucella_ostrina","Mytilus_trossulus",12,5
"AA4","Nucella_ostrina","Mytilus_trossulus",17,20
"AA4","Nucella_ostrina","Mytilus_trossulus",18,6
"AA4","Nucella_ostrina","Mytilus_trossulus",15,15
"AA4","Nucella_ostrina","Mytilus_trossulus",15,12
"AA4","Nucella_ostrina","Mytilus_trossulus",15,12
"AA4","Nucella_ostrina","Mytilus_trossulus",17,12
"AA4","Nucella_ostrina","Chthamalus_dalli",13,1
"AA4","Nucella_ostrina","Chthamalus_dalli",13,2
"AA4","Nucella_ostrina","Chthamalus_dalli",13,2
"AA4","Nucella_ostrina","Chthamalus_dalli",15,2
"AA4","Nucella_ostrina","Chthamalus_dalli",14,2
"AA4","Nucella_ostrina","Chthamalus_dalli",16,2
"AA4","Nucella_ostrina","Chthamalus_dalli",14,2
"AA4","Nucella_ostrina","Chthamalus_dalli",13,2
"AA4","Nucella_ostrina","Chthamalus_dalli",16,2
"AA4","Nucella_ostrina","Chthamalus_dalli",11,1
"AA4","Nucella_ostrina","Chthamalus_dalli",13,2
"AA4","Nucella_ostrina","Chthamalus_dalli",16,1
"AA4","Nucella_ostrina","Chthamalus_dalli",13,2
"AA4","Nucella_ostrina","Chthamalus_dalli",13,2
"AA4","Nucella_ostrina","Chthamalus_dalli",15,2
"AA4","Nucella_ostrina","Chthamalus_dalli",14,2
"AA4","Nucella_ostrina","Chthamalus_dalli",16,2
"AA4","Nucella_ostrina","Chthamalus_dalli",14,2
"AA4","Nucella_ostrina","Chthamalus_dalli",16,2
"AA4","Nucella_ostrina","Chthamalus_dalli",14,3
"AA4","Nucella_ostrina","Chthamalus_dalli",10,3
"AA4","Nucella_ostrina","Chthamalus_dalli",13,2
"AA4","Nucella_ostrina","Chthamalus_dalli",16,2
"AA4","Nucella_ostrina","Chthamalus_dalli",17,2
"AA4","Nucella_ostrina","Chthamalus_dalli",13,2
"AA4","Nucella_ostrina","Chthamalus_dalli",16,2
"AA4","Nucella_ostrina","Chthamalus_dalli",16,1
"AA4","Nucella_ostrina","Chthamalus_dalli",12,1
"AA4","Nucella_ostrina","Chthamalus_dalli",10,2
"AA4","Nucella_ostrina","Chthamalus_dalli",13,2
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",19,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",10,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",21,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",19,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",9,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",11,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",10,0
"AA4","Nucella_ostrina","Not_Feeding",8,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",11,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",10,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",9,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",11,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",11,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",11,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",9,0
"AA4","Nucella_ostrina","Not_Feeding",19,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",20,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",11,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",10,0
"AA4","Nucella_ostrina","Not_Feeding",10,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",19,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",20,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",7,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",10,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",7,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",10,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",19,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",8,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",20,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",19,0
"AA4","Nucella_ostrina","Not_Feeding",10,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",20,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",20,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",11,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",8,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",19,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",19,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",11,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",10,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",11,0
"AA4","Nucella_ostrina","Not_Feeding",20,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",19,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",10,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",11,0
"AA4","Nucella_ostrina","Not_Feeding",11,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",11,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",19,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",19,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",20,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",10,0
"AA4","Nucella_ostrina","Not_Feeding",10,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",19,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",20,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",11,0
"AA4","Nucella_ostrina","Not_Feeding",11,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",10,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",14,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",18,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",11,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",15,0
"AA4","Nucella_ostrina","Not_Feeding",11,0
"AA4","Nucella_ostrina","Not_Feeding",13,0
"AA4","Nucella_ostrina","Not_Feeding",16,0
"AA4","Nucella_ostrina","Not_Feeding",17,0
"AA4","Nucella_ostrina","Not_Feeding",12,0
