Year,Date,Site,DayNight,TideZone,Predator,PredSize,EstimatedPredSize,PossibleChaemoPred,Prey,PreySize,EstimatedPreySize,Drilling
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,26,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,19,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,29,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,36,0,0,Haustrum scobina,14,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,31,0,0,Haustrum scobina,16,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,32,0,0,Haustrum scobina,15,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,26,0,0,Patelloida corticata,9,0,1
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,36,0,0,Haustrum scobina,14,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,31,0,0,Haustrum scobina,16,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,32,0,0,Haustrum scobina,15,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,26,0,0,Patelloida corticata,9,0,1
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,40,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,38,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,27,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,20,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,25,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,38,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,22,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,25,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,19,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,27,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,45,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,32,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Low,Haustrum haustorium,29,0,0,Patelloida corticata,8,1,0
2006,27/05/2006,TaurangaHead,Night,Mid,Paratrophon patens,16,0,0,Epopella plicata,3,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Paratrophon patens,14,0,0,Xenostrobus pulex,16,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,27,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,27,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,27,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,26,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,32,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,29,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,33,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,22,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,27,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,28,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,17,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,33,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Low,Haustrum haustorium,31,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,30,0,0,Xenostrobus pulex,14,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,21,0,0,Patelloida corticata,5,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,30,0,0,Xenostrobus pulex,18,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,21,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,20,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,20,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,31,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,40,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,19,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,22,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,21,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,30,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,23,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,25,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,23,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,28,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,21,0,0,Plaxiphora caelata,7,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,30,0,0,Siphonaria australis,4,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,29,0,0,Xenostrobus pulex,19,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,31,0,0,Xenostrobus pulex,19,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,18,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,25,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,25,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,23,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,19,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,24,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,24,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,22,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,24,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,21,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,22,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,18,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,36,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,21,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,21,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,18,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,25,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,22,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,24,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,38,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,28,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,26,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,28,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,25,0,0,Plaxiphora caelata,11,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,20,0,0,Chamaesipho columna,4,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,28,0,0,Plaxiphora caelata,9,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Paratrophon patens,12,1,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,27,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,25,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,23,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,25,1,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,39,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,24,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,25,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,36,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,26,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,26,0,0,Siphonaria australis,3,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,22,0,0,Plaxiphora caelata,9,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,40,0,0,Haustrum scobina,16,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,28,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,21,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,25,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,20,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,34,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,24,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,21,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,24,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,27,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,21,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,20,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,22,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,38,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,26,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,32,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,27,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,27,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,26,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,28,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,31,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,17,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,28,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,27,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,23,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,40,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,29,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,20,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,38,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,29,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,28,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,21,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,20,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,33,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,18,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,22,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Paratrophon patens,13,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,17,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,17,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,15,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,18,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,17,1,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,27,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,22,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,31,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,24,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,36,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,32,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,24,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,23,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,23,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,30,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,29,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,20,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,28,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,25,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,28,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,21,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Haustrum haustorium,27,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,Mid,Paratrophon patens,16,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,24,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,23,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,23,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,25,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,19,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,26,0,0,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,17,0,1,Not Feeding,0,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,24,0,0,Chamaesipho columna,2,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,22,0,0,Haustrum scobina,5,0,0
2006,27/05/2006,TaurangaHead,Night,High,Haustrum haustorium,23,0,0,Patelloida corticata,5,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,18,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,13,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,10,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,10,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,10,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,15,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,11,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,13,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,11,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,1,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,13,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,10,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,15,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,16,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,11,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,16,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,11,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,10,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,11,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,11,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,10,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,11,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,13,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,13,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,13,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,10,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,13,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,11,0,0,Chamaesipho columna,1,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,15,0,0,Chamaesipho columna,1,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,15,0,0,Xenostrobus pulex,8,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,17,0,0,Chamaesipho columna,1,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,15,0,0,Chamaesipho columna,1,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,11,0,0,Chamaesipho columna,1,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,0,0,Chamaesipho columna,12,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,0,0,Chamaesipho columna,2,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,13,0,0,Chamaesipho columna,1,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,9,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,11,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,10,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,19,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,19,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,11,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,15,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,10,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,19,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,13,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,13,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,15,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,9,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,10,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,7,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,13,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,13,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,10,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,11,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,13,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,13,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,1,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,12,1,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,1,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,14,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,13,0,0,Not Feeding,0,0,0
2006,28/05/2006,TaurangaHead,Day,High,Haustrum scobina,11,0,0,Not Feeding,0,0,0
