Site,Year,Season,SurveyType,TideZone,Transect,Quad,Species,Density
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Lasaea rubra hinemoa,0
Rakautara,2005,Winter,Quads_All_species,Mid,2,1,Lasaea rubra hinemoa,0
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Lasaea rubra hinemoa,0
Rakautara,2005,Winter,Quads_All_species,Mid,1,4,Lasaea rubra hinemoa,0
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Lasaea rubra hinemoa,0
Rakautara,2005,Winter,Quads_All_species,Mid,2,5,Lasaea rubra hinemoa,0
Rakautara,2005,Winter,Quads_All_species,High,1,1,Lasaea rubra hinemoa,283.848
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Lasaea rubra hinemoa,0
Rakautara,2006,Summer,Quads_All_species,Mid,2,5,Lasaea rubra hinemoa,0
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Lasaea rubra hinemoa,0
Rakautara,2006,Summer,Quads_All_species,Mid,1,5,Lasaea rubra hinemoa,0
Rakautara,2006,Winter,Quads_All_species,High,1,3,Lasaea rubra hinemoa,283.848
Rakautara,2006,Winter,Quads_All_species,High,1,2,Lasaea rubra hinemoa,283.848
Rakautara,2005,Winter,Quads_All_species,High,2,1,Lasaea rubra hinemoa,283.848
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Lasaea rubra hinemoa,0
Rakautara,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Lasaea rubra hinemoa,0
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Lasaea rubra hinemoa,0
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Lasaea rubra hinemoa,0
Rakautara,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Lasaea rubra hinemoa,0
Rakautara,2006,Winter,Quads_All_species,Mid,2,5,Lasaea rubra hinemoa,0
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Lasaea rubra hinemoa,0
Rakautara,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Lasaea rubra hinemoa,0
Rakautara,2006,Summer,Quads_All_species,Mid,1,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,5,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,2,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,1,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,1,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,1,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,2,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,2,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,5,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,2,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,5,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,4,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,4,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,1,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,3,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,3,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,4,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,5,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,5,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,1,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,5,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,5,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,4,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,2,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,5,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Lasaea rubra hinemoa,0
CapeFoulwind,2006,Summer,Quads_All_species,Mid,1,1,Bare Rock,20
CapeFoulwind,2006,Summer,Quads_All_species,High,2,1,Bare Rock,6
CapeFoulwind,2006,Winter,Quads_All_species,Mid,1,2,Bare Rock,4
CapeFoulwind,2005,Winter,Quads_All_species,Mid,1,5,Bare Rock,9
CapeFoulwind,2006,Winter,Quads_All_species,Mid,1,5,Bare Rock,5
CapeFoulwind,2006,Winter,Quads_All_species,High,1,1,Bare Rock,1
CapeFoulwind,2006,Summer,Quads_All_species,Mid,2,1,Bare Rock,8
CapeFoulwind,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Bare Rock,55
CapeFoulwind,2006,Summer,Quads_All_species,Mid,2,4,Bare Rock,6
CapeFoulwind,2005,Winter,Quads_All_species,Mid,1,4,Bare Rock,6
CapeFoulwind,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Bare Rock,4
CapeFoulwind,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Bare Rock,40
CapeFoulwind,2006,Winter,Quads_All_species,Mid,2,1,Bare Rock,40
CapeFoulwind,2006,Summer,Quads_All_species,High,1,4,Bare Rock,6
CapeFoulwind,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Bare Rock,40
CapeFoulwind,2006,Winter,Quads_All_species,Mid,2,2,Bare Rock,4
CapeFoulwind,2006,Summer,Quads_All_species,High,1,1,Bare Rock,8
CapeFoulwind,2005,Winter,Quads_All_species,High,1,4,Bare Rock,6
CapeFoulwind,2005,Winter,Quads_All_species,Mid,2,2,Bare Rock,2
CapeFoulwind,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Bare Rock,28
CapeFoulwind,2006,Summer,Quads_All_species,Mid,1,4,Bare Rock,41
CapeFoulwind,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Bare Rock,23
CapeFoulwind,2005,Winter,Quads_All_species,Mid,1,1,Bare Rock,1
CapeFoulwind,2005,Winter,Quads_All_species,Mid,1,3,Bare Rock,14
CapeFoulwind,2006,Winter,Quads_All_species,High,2,2,Bare Rock,17
CapeFoulwind,2006,Winter,Quads_All_species,Mid,1,1,Bare Rock,3
CapeFoulwind,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Bare Rock,10
CapeFoulwind,2006,Winter,Quads_All_species,Mid,2,4,Bare Rock,17
CapeFoulwind,2005,Winter,Quads_All_species,High,1,2,Bare Rock,10
CapeFoulwind,2006,Winter,Quads_All_species,High,1,4,Bare Rock,10
CapeFoulwind,2005,Winter,Quads_All_species,Mid,2,4,Bare Rock,3
CapeFoulwind,2006,Winter,Quads_All_species,High,2,1,Bare Rock,25
CapeFoulwind,2005,Winter,Quads_All_species,Mid,2,5,Bare Rock,6
CapeFoulwind,2006,Winter,Quads_All_species,Mid,2,5,Bare Rock,45
CapeFoulwind,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Bare Rock,21
CapeFoulwind,2006,Summer,Quads_All_species,High,2,5,Bare Rock,7
CapeFoulwind,2006,Summer,Quads_All_species,Mid,1,2,Bare Rock,5
CapeFoulwind,2005,Winter,Quads_All_species,High,1,1,Bare Rock,2
CapeFoulwind,2006,Summer,Quads_All_species,Mid,2,5,Bare Rock,40
CapeFoulwind,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Bare Rock,36
CapeFoulwind,2006,Winter,Quads_All_species,Mid,2,3,Bare Rock,18
CapeFoulwind,2005,Winter,Quads_All_species,Mid,2,3,Bare Rock,8
CapeFoulwind,2006,Winter,Quads_All_species,High,1,3,Bare Rock,14
CapeFoulwind,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Bare Rock,6
CapeFoulwind,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Bare Rock,5
CapeFoulwind,2006,Winter,Quads_All_species,High,1,2,Bare Rock,4
CapeFoulwind,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Bare Rock,5
CapeFoulwind,2006,Winter,Quads_All_species,High,2,5,Bare Rock,40
CapeFoulwind,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Bare Rock,4
CapeFoulwind,2006,Summer,Quads_All_species,Mid,2,2,Bare Rock,33
CapeFoulwind,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Bare Rock,5
CapeFoulwind,2006,Summer,Quads_All_species,High,1,2,Bare Rock,12
CapeFoulwind,2005,Winter,Quads_All_species,High,2,4,Bare Rock,2
CapeFoulwind,2005,Winter,Quads_All_species,Mid,2,1,Bare Rock,1
CapeFoulwind,2006,Summer,Quads_All_species,Mid,2,3,Bare Rock,32
CapeFoulwind,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Bare Rock,20
CapeFoulwind,2006,Summer,Quads_All_species,High,2,3,Bare Rock,18
CapeFoulwind,2005,Winter,Quads_All_species,High,2,5,Bare Rock,3
CapeFoulwind,2006,Winter,Quads_All_species,High,1,5,Bare Rock,18
CapeFoulwind,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Bare Rock,56
CapeFoulwind,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Bare Rock,18
CapeFoulwind,2006,Summer,Quads_All_species,High,1,5,Bare Rock,2
CapeFoulwind,2006,Summer,Quads_All_species,Mid,1,3,Bare Rock,8
CapeFoulwind,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Bare Rock,4
CapeFoulwind,2006,Winter,Quads_All_species,High,2,3,Bare Rock,39
CapeFoulwind,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Bare Rock,18
CapeFoulwind,2006,Summer,Quads_All_species,High,1,3,Bare Rock,8
CapeFoulwind,2005,Winter,Quads_All_species,High,1,5,Bare Rock,5
CapeFoulwind,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Bare Rock,5
CapeFoulwind,2006,Summer,Quads_All_species,Mid,1,5,Bare Rock,23
CapeFoulwind,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Bare Rock,23
CapeFoulwind,2005,Winter,Quads_All_species,High,2,2,Bare Rock,1
CapeFoulwind,2005,Winter,Quads_All_species,Mid,1,2,Bare Rock,5
CapeFoulwind,2005,Winter,Quads_All_species,High,2,3,Bare Rock,10
CapeFoulwind,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Bare Rock,10
CapeFoulwind,2006,Winter,Quads_All_species,High,2,4,Bare Rock,2
CapeFoulwind,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Bare Rock,15
CapeFoulwind,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Bare Rock,34
CapeFoulwind,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Bare Rock,20
CapeFoulwind,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Bare Rock,60
CapeFoulwind,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Bare Rock,16
CapeFoulwind,2006,Summer,Quads_All_species,High,2,4,Bare Rock,5
CapeFoulwind,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Bare Rock,35
CapeFoulwind,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Bare Rock,18
CapeFoulwind,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Bare Rock,38
CapeFoulwind,2006,Winter,Quads_All_species,Mid,1,3,Bare Rock,30
CapeFoulwind,2006,Summer,Quads_All_species,High,2,2,Bare Rock,20
CapeFoulwind,2006,Winter,Quads_All_species,Mid,1,4,Bare Rock,10
CapeFoulwind,2005,Winter,Quads_All_species,High,2,1,Bare Rock,3
CapeFoulwind,2005,Winter,Quads_All_species,High,1,3,Bare Rock,3
JacksonHead,2006,Winter,Quads_All_species,Mid,2,5,Bare Rock,36
JacksonHead,2006,Winter,Quads_All_species,High,1,3,Bare Rock,37
JacksonHead,2006,Summer,Quads_All_species,High,2,4,Bare Rock,28
JacksonHead,2006,Summer,Quads_All_species,High,2,1,Bare Rock,60
JacksonHead,2006,Winter,Quads_All_species,High,2,2,Bare Rock,40
JacksonHead,2006,Winter,Quads_All_species,High,1,1,Bare Rock,11
JacksonHead,2006,Winter,Quads_All_species,Mid,2,2,Bare Rock,48
JacksonHead,2006,Summer,Quads_All_species,High,1,4,Bare Rock,50
JacksonHead,2006,Winter,Quads_All_species,Mid,1,1,Bare Rock,30
JacksonHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Bare Rock,37
JacksonHead,2006,Winter,Quads_All_species,Mid,1,5,Bare Rock,54
JacksonHead,2006,Summer,Quads_All_species,Mid,2,3,Bare Rock,39
JacksonHead,2006,Winter,Quads_All_species,Mid,1,4,Bare Rock,19
JacksonHead,2006,Winter,Quads_All_species,High,1,2,Bare Rock,35
JacksonHead,2006,Summer,Quads_All_species,Mid,1,3,Bare Rock,33
JacksonHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Bare Rock,16
JacksonHead,2006,Winter,Quads_All_species,Mid,2,1,Bare Rock,20
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,4,4,Bare Rock,5
JacksonHead,2006,Summer,Quads_All_species,High,1,5,Bare Rock,12
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Bare Rock,17
JacksonHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Bare Rock,22
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Bare Rock,57
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,4,2,Bare Rock,34
JacksonHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,4,2,Bare Rock,25
JacksonHead,2006,Summer,Quads_All_species,Mid,1,5,Bare Rock,45
JacksonHead,2006,Summer,Quads_All_species,High,2,3,Bare Rock,10
JacksonHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Bare Rock,16
JacksonHead,2006,Summer,Quads_All_species,High,1,3,Bare Rock,20
JacksonHead,2006,Summer,Quads_All_species,Mid,1,2,Bare Rock,62
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,4,1,Bare Rock,60
JacksonHead,2006,Winter,Quads_All_species,Mid,2,3,Bare Rock,77
JacksonHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,4,1,Bare Rock,49
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Bare Rock,59
JacksonHead,2006,Summer,Quads_All_species,Mid,1,4,Bare Rock,55
JacksonHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Bare Rock,69
JacksonHead,2006,Winter,Quads_All_species,High,2,4,Bare Rock,30
JacksonHead,2006,Summer,Quads_All_species,High,2,5,Bare Rock,20
JacksonHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Bare Rock,71
JacksonHead,2006,Winter,Quads_All_species,High,2,5,Bare Rock,20
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Bare Rock,43
JacksonHead,2006,Winter,Quads_All_species,High,1,5,Bare Rock,31
JacksonHead,2006,Winter,Quads_All_species,Mid,1,2,Bare Rock,29
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Bare Rock,52
JacksonHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Bare Rock,16
JacksonHead,2006,Summer,Quads_All_species,High,1,2,Bare Rock,1
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Bare Rock,48
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,High,4,1,Bare Rock,22
JacksonHead,2006,Winter,Quads_All_species,High,1,4,Bare Rock,38
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Bare Rock,25
JacksonHead,2006,Summer,Quads_All_species,Mid,1,1,Bare Rock,30
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,High,4,5,Bare Rock,14
JacksonHead,2006,Winter,Quads_All_species,High,2,3,Bare Rock,24
JacksonHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,4,5,Bare Rock,25
JacksonHead,2006,Summer,Quads_All_species,Mid,2,2,Bare Rock,22
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,4,5,Bare Rock,37
JacksonHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Bare Rock,70
JacksonHead,2006,Winter,Quads_All_species,Mid,2,4,Bare Rock,66
JacksonHead,2006,Summer,Quads_All_species,Mid,2,5,Bare Rock,19
JacksonHead,2006,Summer,Quads_All_species,High,1,1,Bare Rock,44
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Bare Rock,75
JacksonHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Bare Rock,65
JacksonHead,2006,Summer,Quads_All_species,High,2,2,Bare Rock,68
JacksonHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Bare Rock,45
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,4,3,Bare Rock,23
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Bare Rock,19
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,High,4,4,Bare Rock,21
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,High,4,2,Bare Rock,27
JacksonHead,2006,Winter,Quads_All_species,Mid,1,3,Bare Rock,54
JacksonHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,4,4,Bare Rock,50
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,High,4,3,Bare Rock,31
JacksonHead,2006,Summer,Quads_All_species,Mid,2,1,Bare Rock,20
JacksonHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Bare Rock,59
JacksonHead,2006,Winter,Quads_All_species,High,2,1,Bare Rock,45
JacksonHead,2006,Summer,Quads_All_species,Mid,2,4,Bare Rock,11
JacksonHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,4,3,Bare Rock,69
OkahuPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Bare Rock,19
OkahuPoint,2006,Winter,Quads_All_species,Mid,1,2,Bare Rock,26
OkahuPoint,2006,Winter,Quads_All_species,High,2,5,Bare Rock,35
OkahuPoint,2006,Summer,Quads_All_species,Mid,2,1,Bare Rock,24
OkahuPoint,2006,Summer,Quads_All_species,Mid,1,2,Bare Rock,15
OkahuPoint,2006,Summer,Quads_All_species,High,1,1,Bare Rock,31
OkahuPoint,2006,Summer,Quads_All_species,Mid,1,3,Bare Rock,69
OkahuPoint,2006,Summer,Quads_All_species,High,2,2,Bare Rock,40
OkahuPoint,2006,Winter,Quads_All_species,Mid,2,5,Bare Rock,70
OkahuPoint,2006,Winter,Quads_All_species,Mid,1,4,Bare Rock,35
OkahuPoint,2006,Summer,Quads_All_species,Mid,2,4,Bare Rock,28
OkahuPoint,2006,Winter,Quads_All_species,Mid,2,1,Bare Rock,37
OkahuPoint,2006,Winter,Quads_All_species,Mid,1,3,Bare Rock,18
OkahuPoint,2006,Winter,Quads_All_species,High,2,3,Bare Rock,18
OkahuPoint,2006,Winter,Quads_All_species,High,2,2,Bare Rock,21
OkahuPoint,2006,Winter,Quads_All_species,Mid,2,4,Bare Rock,59
OkahuPoint,2006,Winter,Quads_All_species,High,1,3,Bare Rock,42
OkahuPoint,2006,Summer,Quads_All_species,High,2,5,Bare Rock,59
OkahuPoint,2006,Summer,Quads_Large_&_Rare_species_only,High,4,5,Bare Rock,34
OkahuPoint,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Bare Rock,6
OkahuPoint,2006,Summer,Quads_Large_&_Rare_species_only,High,4,4,Bare Rock,45
OkahuPoint,2006,Summer,Quads_Large_&_Rare_species_only,High,4,1,Bare Rock,15
OkahuPoint,2006,Summer,Quads_All_species,Mid,2,2,Bare Rock,44
OkahuPoint,2006,Summer,Quads_All_species,High,1,4,Bare Rock,39
OkahuPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Bare Rock,45
OkahuPoint,2006,Winter,Quads_All_species,Mid,2,2,Bare Rock,57
OkahuPoint,2006,Winter,Quads_All_species,High,1,1,Bare Rock,15
OkahuPoint,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Bare Rock,27
OkahuPoint,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Bare Rock,17
OkahuPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Bare Rock,27
OkahuPoint,2006,Summer,Quads_All_species,High,1,3,Bare Rock,55
OkahuPoint,2006,Summer,Quads_All_species,Mid,1,5,Bare Rock,45
OkahuPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Bare Rock,37
