published_data.originalid,published_data.originaltraitname,published_data.originaltraitdef,published_data.standardisedtraitname,published_data.standardisedtraitdef,published_data.originaltraitvalue,published_data.originaltraitunit,published_data.originalerrorpos,published_data.originalerrorneg,published_data.originalerrorunit,published_data.standardisedtraitvalue,published_data.standardisedtraitunit,published_data.standardisederrorpos,published_data.standardisederrorneg,published_data.standardisederrorunit,published_data.replicates,published_data.habitat,published_data.labfield,published_data.arenavalue,published_data.arenaunit,published_data.arenavaluesi,published_data.arenaunitsi,published_data.ambienttemp,published_data.ambienttempmethod,published_data.ambienttempunit,published_data.ambientlight,published_data.ambientlightunit,published_data.secondstressor,published_data.secondstressordef,published_data.secondstressorvalue,published_data.secondstressorunit,published_data.timestart,published_data.timeend,published_data.totalobstimevalue,published_data.totalobstimeunit,published_data.totalobstimevaluesi,published_data.totalobstimeunitsi,published_data.totalobstimenotes,published_data.resrepvalue,published_data.resrepunit,published_data.resrepvaluesi,published_data.resrepunitsi,published_data.locationtext,published_data.locationtype,published_data.originallocationdate,published_data.locationdate,published_data.locationdateprecision,published_data.coordinatetype,published_data.latitude,published_data.longitude,published_data.interactor1,published_data.interactor1common,published_data.interactor1wholepart,published_data.interactor1wholeparttype,published_data.interactor1number,published_data.interactor1kingdom,published_data.interactor1phylum,published_data.interactor1class,published_data.interactor1order,published_data.interactor1family,published_data.interactor1genus,published_data.interactor1species,published_data.interactor1stage,published_data.interactor1temp,published_data.interactor1tempunit,published_data.interactor1tempmethod,published_data.interactor1growthtemp,published_data.interactor1growthtempunit,published_data.interactor1growthdur,published_data.interactor1growthdurunit,published_data.interactor1growthtype,published_data.interactor1acc,published_data.interactor1acctemp,published_data.interactor1acctempnotes,published_data.interactor1acctime,published_data.interactor1acctimenotes,published_data.interactor1acctimeunit,published_data.interactor1origtemp,published_data.interactor1origtempnotes,published_data.interactor1origtime,published_data.interactor1origtimenotes,published_data.interactor1origtimeunit,published_data.interactor1equilibtimevalue,published_data.interactor1equilibtimeunit,published_data.interactor1size,published_data.interactor1sizeunit,published_data.interactor1sizetype,published_data.interactor1sizesi,published_data.interactor1sizeunitsi,published_data.interactor1denvalue,published_data.interactor1denunit,published_data.interactor1dentypesi,published_data.interactor1denvaluesi,published_data.interactor1denunitsi,published_data.interactor1massvaluesi,published_data.interactor1massunitsi,published_data.interactor2,published_data.interactor2common,published_data.interactor2kingdom,published_data.interactor2phylum,published_data.interactor2class,published_data.interactor2order,published_data.interactor2family,published_data.interactor2genus,published_data.interactor2species,published_data.interactor2stage,published_data.interactor2temp,published_data.interactor2tempunit,published_data.interactor2tempmethod,published_data.interactor2growthtemp,published_data.interactor2growthtempunit,published_data.interactor2growthdur,published_data.interactor2growthdurunit,published_data.interactor2growthtype,published_data.interactor2acc,published_data.interactor2acctemp,published_data.interactor2acctempnotes,published_data.interactor2acctime,published_data.interactor2acctimenotes,published_data.interactor2acctimeunit,published_data.interactor2origtemp,published_data.interactor2origtempnotes,published_data.interactor2origtime,published_data.interactor2origtimenotes,published_data.interactor2origtimeunit,published_data.interactor2equilibtimevalue,published_data.interactor2equilibtimeunit,published_data.interactor2size,published_data.interactor2sizeunit,published_data.interactor2sizetype,published_data.interactor2sizesi,published_data.interactor2sizeunitsi,published_data.interactor2denvalue,published_data.interactor2denunit,published_data.interactor2dentypesi,published_data.interactor2denvaluesi,published_data.interactor2denunitsi,published_data.interactor2massvaluesi,published_data.interactor2massunitsi,published_data.physicalprocess,published_data.physicalprocess_1,published_data.physicalprocess_2,published_data.figuretable,published_data.citation,published_data.doi,published_data.submittedby,published_data.contributoremail,published_data.notes
MTD958,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,2,individual / (1 individual * 24 hour),,,,0.00002314815,individual / (individual * second),,,,1,terrestrial,lab,0.0003463606,cubic metre,0.0003463606,cubic metre,30,direct,celsius,,,,,,,,,12,hour,43200,second,,,not replaced,,not replaced,"Manhattan, Kansas, USA",,,,0,,39.184,-96.572,Cephalonomia waterstoni,bethylid wasp,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Bethylidae,Cephalonomia,waterstoni,adult,30,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,5.01436E-7,kilogram,dry body mass (mean),8.47845901560577E-7,kilogram,1,individual per arena (1),individual,2887.1645005333,cubic meter,8.47845901560577E-7,kilogram (wet body mass),Cryptolestes ferrugineus,rusty grain beetle,Metazoa,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,ferrugineus,instar 4,30,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,6.355E-7,kilogram,dry body mass (mean),0.00000106981776757214,kilogram,2,individual per arena (1),individual,5774.3290010665,cubic meter,0.00000106981776757214,kilogram (wet body mass),parasitization rate,reproduction,life history,Fig 1,"Flinn P.W. 1991. Temperature-dependent functional response of the parasitoid Cephalonomia waterstoni (Gahan) (Hymenoptera: Bethylidae) attacking rusty grain beetle larvae (Coleoptera: Cucujidae). Environmental Entomology 20(3), 872-876.",http://dx.doi.org/10.1093/ee/20.3.872,Biotraits,null@null.invalid,
MTD958,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,2,individual / (1 individual * 24 hour),,,,0.00002314815,individual / (individual * second),,,,1,terrestrial,lab,0.0003463606,cubic metre,0.0003463606,cubic metre,30,direct,celsius,,,,,,,,,12,hour,43200,second,,,not replaced,,not replaced,"Manhattan, Kansas, USA",,,,0,,39.184,-96.572,Cephalonomia waterstoni,bethylid wasp,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Bethylidae,Cephalonomia,waterstoni,adult,30,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,5.01436E-7,kilogram,dry body mass (mean),8.47845901560577E-7,kilogram,1,individual per arena (1),individual,2887.1645005333,cubic meter,8.47845901560577E-7,kilogram (wet body mass),Cryptolestes ferrugineus,rusty grain beetle,Metazoa,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,ferrugineus,instar 4,30,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,6.355E-7,kilogram,dry body mass (mean),0.00000106981776757214,kilogram,2,individual per arena (1),individual,5774.3290010665,cubic meter,0.00000106981776757214,kilogram (wet body mass),parasitization rate,reproduction,life history,Fig 1,"Flinn P.W. 1991. Temperature-dependent functional response of the parasitoid Cephalonomia waterstoni (Gahan) (Hymenoptera: Bethylidae) attacking rusty grain beetle larvae (Coleoptera: Cucujidae). Environmental Entomology 20(3), 872-876.",http://dx.doi.org/10.1093/ee/20.3.872,Biotraits,null@null.invalid,
MTD958,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,2,individual / (1 individual * 24 hour),,,,0.00002314815,individual / (individual * second),,,,1,terrestrial,lab,0.0003463606,cubic metre,0.0003463606,cubic metre,30,direct,celsius,,,,,,,,,12,hour,43200,second,,,not replaced,,not replaced,"Manhattan, Kansas, USA",,,,0,,39.184,-96.572,Cephalonomia waterstoni,bethylid wasp,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Bethylidae,Cephalonomia,waterstoni,adult,30,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,5.01436E-7,kilogram,dry body mass (mean),8.47845901560577E-7,kilogram,1,individual per arena (1),individual,2887.1645005333,cubic meter,8.47845901560577E-7,kilogram (wet body mass),Cryptolestes ferrugineus,rusty grain beetle,Metazoa,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,ferrugineus,instar 4,30,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,6.355E-7,kilogram,dry body mass (mean),0.00000106981776757214,kilogram,2,individual per arena (1),individual,5774.3290010665,cubic meter,0.00000106981776757214,kilogram (wet body mass),parasitization rate,reproduction,life history,Fig 1,"Flinn P.W. 1991. Temperature-dependent functional response of the parasitoid Cephalonomia waterstoni (Gahan) (Hymenoptera: Bethylidae) attacking rusty grain beetle larvae (Coleoptera: Cucujidae). Environmental Entomology 20(3), 872-876.",http://dx.doi.org/10.1093/ee/20.3.872,Biotraits,null@null.invalid,
MTD958,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,2,individual / (1 individual * 24 hour),,,,0.00002314815,individual / (individual * second),,,,1,terrestrial,lab,0.0003463606,cubic metre,0.0003463606,cubic metre,30,direct,celsius,,,,,,,,,12,hour,43200,second,,,not replaced,,not replaced,"Manhattan, Kansas, USA",,,,0,,39.184,-96.572,Cephalonomia waterstoni,bethylid wasp,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Bethylidae,Cephalonomia,waterstoni,adult,30,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,5.01436E-7,kilogram,dry body mass (mean),8.47845901560577E-7,kilogram,1,individual per arena (1),individual,2887.1645005333,cubic meter,8.47845901560577E-7,kilogram (wet body mass),Cryptolestes ferrugineus,rusty grain beetle,Metazoa,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,ferrugineus,instar 4,30,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,6.355E-7,kilogram,dry body mass (mean),0.00000106981776757214,kilogram,2,individual per arena (1),individual,5774.3290010665,cubic meter,0.00000106981776757214,kilogram (wet body mass),parasitization rate,reproduction,life history,Fig 1,"Flinn P.W. 1991. Temperature-dependent functional response of the parasitoid Cephalonomia waterstoni (Gahan) (Hymenoptera: Bethylidae) attacking rusty grain beetle larvae (Coleoptera: Cucujidae). Environmental Entomology 20(3), 872-876.",http://dx.doi.org/10.1093/ee/20.3.872,Biotraits,null@null.invalid,
MTD958,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,1,individual / (1 individual * 24 hour),,,,0.00001157407,individual / (individual * second),,,,1,terrestrial,lab,0.0003463606,cubic metre,0.0003463606,cubic metre,35,direct,celsius,,,,,,,,,12,hour,43200,second,,,not replaced,,not replaced,"Manhattan, Kansas, USA",,,,0,,39.184,-96.572,Cephalonomia waterstoni,bethylid wasp,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Bethylidae,Cephalonomia,waterstoni,adult,35,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,5.01436E-7,kilogram,dry body mass (mean),8.47845901560577E-7,kilogram,1,individual per arena (1),individual,2887.1645005333,cubic meter,8.47845901560577E-7,kilogram (wet body mass),Cryptolestes ferrugineus,rusty grain beetle,Metazoa,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,ferrugineus,instar 4,35,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,6.355E-7,kilogram,dry body mass (mean),0.00000106981776757214,kilogram,2,individual per arena (1),individual,5774.3290010665,cubic meter,0.00000106981776757214,kilogram (wet body mass),parasitization rate,reproduction,life history,Fig 1,"Flinn P.W. 1991. Temperature-dependent functional response of the parasitoid Cephalonomia waterstoni (Gahan) (Hymenoptera: Bethylidae) attacking rusty grain beetle larvae (Coleoptera: Cucujidae). Environmental Entomology 20(3), 872-876.",http://dx.doi.org/10.1093/ee/20.3.872,Biotraits,null@null.invalid,
MTD958,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,2,individual / (1 individual * 24 hour),,,,0.00002314815,individual / (individual * second),,,,1,terrestrial,lab,0.0003463606,cubic metre,0.0003463606,cubic metre,35,direct,celsius,,,,,,,,,12,hour,43200,second,,,not replaced,,not replaced,"Manhattan, Kansas, USA",,,,0,,39.184,-96.572,Cephalonomia waterstoni,bethylid wasp,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Bethylidae,Cephalonomia,waterstoni,adult,35,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,5.01436E-7,kilogram,dry body mass (mean),8.47845901560577E-7,kilogram,1,individual per arena (1),individual,2887.1645005333,cubic meter,8.47845901560577E-7,kilogram (wet body mass),Cryptolestes ferrugineus,rusty grain beetle,Metazoa,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,ferrugineus,instar 4,35,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,6.355E-7,kilogram,dry body mass (mean),0.00000106981776757214,kilogram,2,individual per arena (1),individual,5774.3290010665,cubic meter,0.00000106981776757214,kilogram (wet body mass),parasitization rate,reproduction,life history,Fig 1,"Flinn P.W. 1991. Temperature-dependent functional response of the parasitoid Cephalonomia waterstoni (Gahan) (Hymenoptera: Bethylidae) attacking rusty grain beetle larvae (Coleoptera: Cucujidae). Environmental Entomology 20(3), 872-876.",http://dx.doi.org/10.1093/ee/20.3.872,Biotraits,null@null.invalid,
MTD958,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,2,individual / (1 individual * 24 hour),,,,0.00002314815,individual / (individual * second),,,,1,terrestrial,lab,0.0003463606,cubic metre,0.0003463606,cubic metre,35,direct,celsius,,,,,,,,,12,hour,43200,second,,,not replaced,,not replaced,"Manhattan, Kansas, USA",,,,0,,39.184,-96.572,Cephalonomia waterstoni,bethylid wasp,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Bethylidae,Cephalonomia,waterstoni,adult,35,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,5.01436E-7,kilogram,dry body mass (mean),8.47845901560577E-7,kilogram,1,individual per arena (1),individual,2887.1645005333,cubic meter,8.47845901560577E-7,kilogram (wet body mass),Cryptolestes ferrugineus,rusty grain beetle,Metazoa,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,ferrugineus,instar 4,35,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,6.355E-7,kilogram,dry body mass (mean),0.00000106981776757214,kilogram,2,individual per arena (1),individual,5774.3290010665,cubic meter,0.00000106981776757214,kilogram (wet body mass),parasitization rate,reproduction,life history,Fig 1,"Flinn P.W. 1991. Temperature-dependent functional response of the parasitoid Cephalonomia waterstoni (Gahan) (Hymenoptera: Bethylidae) attacking rusty grain beetle larvae (Coleoptera: Cucujidae). Environmental Entomology 20(3), 872-876.",http://dx.doi.org/10.1093/ee/20.3.872,Biotraits,null@null.invalid,
MTD958,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,2,individual / (1 individual * 24 hour),,,,0.00002314815,individual / (individual * second),,,,1,terrestrial,lab,0.0003463606,cubic metre,0.0003463606,cubic metre,35,direct,celsius,,,,,,,,,12,hour,43200,second,,,not replaced,,not replaced,"Manhattan, Kansas, USA",,,,0,,39.184,-96.572,Cephalonomia waterstoni,bethylid wasp,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Bethylidae,Cephalonomia,waterstoni,adult,35,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,5.01436E-7,kilogram,dry body mass (mean),8.47845901560577E-7,kilogram,1,individual per arena (1),individual,2887.1645005333,cubic meter,8.47845901560577E-7,kilogram (wet body mass),Cryptolestes ferrugineus,rusty grain beetle,Metazoa,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,ferrugineus,instar 4,35,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,6.355E-7,kilogram,dry body mass (mean),0.00000106981776757214,kilogram,2,individual per arena (1),individual,5774.3290010665,cubic meter,0.00000106981776757214,kilogram (wet body mass),parasitization rate,reproduction,life history,Fig 1,"Flinn P.W. 1991. Temperature-dependent functional response of the parasitoid Cephalonomia waterstoni (Gahan) (Hymenoptera: Bethylidae) attacking rusty grain beetle larvae (Coleoptera: Cucujidae). Environmental Entomology 20(3), 872-876.",http://dx.doi.org/10.1093/ee/20.3.872,Biotraits,null@null.invalid,
MTD958,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,0,individual / (1 individual * 24 hour),,,,0,individual / (individual * second),,,,1,terrestrial,lab,0.0003463606,cubic metre,0.0003463606,cubic metre,38,direct,celsius,,,,,,,,,12,hour,43200,second,,,not replaced,,not replaced,"Manhattan, Kansas, USA",,,,0,,39.184,-96.572,Cephalonomia waterstoni,bethylid wasp,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Bethylidae,Cephalonomia,waterstoni,adult,38,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,5.01436E-7,kilogram,dry body mass (mean),8.47845901560577E-7,kilogram,1,individual per arena (1),individual,2887.1645005333,cubic meter,8.47845901560577E-7,kilogram (wet body mass),Cryptolestes ferrugineus,rusty grain beetle,Metazoa,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,ferrugineus,instar 4,38,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,6.355E-7,kilogram,dry body mass (mean),0.00000106981776757214,kilogram,2,individual per arena (1),individual,5774.3290010665,cubic meter,0.00000106981776757214,kilogram (wet body mass),parasitization rate,reproduction,life history,Fig 1,"Flinn P.W. 1991. Temperature-dependent functional response of the parasitoid Cephalonomia waterstoni (Gahan) (Hymenoptera: Bethylidae) attacking rusty grain beetle larvae (Coleoptera: Cucujidae). Environmental Entomology 20(3), 872-876.",http://dx.doi.org/10.1093/ee/20.3.872,Biotraits,null@null.invalid,
MTD958,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,0,individual / (1 individual * 24 hour),,,,0,individual / (individual * second),,,,1,terrestrial,lab,0.0003463606,cubic metre,0.0003463606,cubic metre,38,direct,celsius,,,,,,,,,12,hour,43200,second,,,not replaced,,not replaced,"Manhattan, Kansas, USA",,,,0,,39.184,-96.572,Cephalonomia waterstoni,bethylid wasp,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Bethylidae,Cephalonomia,waterstoni,adult,38,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,5.01436E-7,kilogram,dry body mass (mean),8.47845901560577E-7,kilogram,1,individual per arena (1),individual,2887.1645005333,cubic meter,8.47845901560577E-7,kilogram (wet body mass),Cryptolestes ferrugineus,rusty grain beetle,Metazoa,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,ferrugineus,instar 4,38,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,6.355E-7,kilogram,dry body mass (mean),0.00000106981776757214,kilogram,2,individual per arena (1),individual,5774.3290010665,cubic meter,0.00000106981776757214,kilogram (wet body mass),parasitization rate,reproduction,life history,Fig 1,"Flinn P.W. 1991. Temperature-dependent functional response of the parasitoid Cephalonomia waterstoni (Gahan) (Hymenoptera: Bethylidae) attacking rusty grain beetle larvae (Coleoptera: Cucujidae). Environmental Entomology 20(3), 872-876.",http://dx.doi.org/10.1093/ee/20.3.872,Biotraits,null@null.invalid,
MTD958,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,1,individual / (1 individual * 24 hour),,,,0.00001157407,individual / (individual * second),,,,1,terrestrial,lab,0.0003463606,cubic metre,0.0003463606,cubic metre,38,direct,celsius,,,,,,,,,12,hour,43200,second,,,not replaced,,not replaced,"Manhattan, Kansas, USA",,,,0,,39.184,-96.572,Cephalonomia waterstoni,bethylid wasp,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Bethylidae,Cephalonomia,waterstoni,adult,38,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,5.01436E-7,kilogram,dry body mass (mean),8.47845901560577E-7,kilogram,1,individual per arena (1),individual,2887.1645005333,cubic meter,8.47845901560577E-7,kilogram (wet body mass),Cryptolestes ferrugineus,rusty grain beetle,Metazoa,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,ferrugineus,instar 4,38,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,6.355E-7,kilogram,dry body mass (mean),0.00000106981776757214,kilogram,2,individual per arena (1),individual,5774.3290010665,cubic meter,0.00000106981776757214,kilogram (wet body mass),parasitization rate,reproduction,life history,Fig 1,"Flinn P.W. 1991. Temperature-dependent functional response of the parasitoid Cephalonomia waterstoni (Gahan) (Hymenoptera: Bethylidae) attacking rusty grain beetle larvae (Coleoptera: Cucujidae). Environmental Entomology 20(3), 872-876.",http://dx.doi.org/10.1093/ee/20.3.872,Biotraits,null@null.invalid,
MTD958,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,2,individual / (1 individual * 24 hour),,,,0.00002314815,individual / (individual * second),,,,1,terrestrial,lab,0.0003463606,cubic metre,0.0003463606,cubic metre,38,direct,celsius,,,,,,,,,12,hour,43200,second,,,not replaced,,not replaced,"Manhattan, Kansas, USA",,,,0,,39.184,-96.572,Cephalonomia waterstoni,bethylid wasp,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Bethylidae,Cephalonomia,waterstoni,adult,38,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,5.01436E-7,kilogram,dry body mass (mean),8.47845901560577E-7,kilogram,1,individual per arena (1),individual,2887.1645005333,cubic meter,8.47845901560577E-7,kilogram (wet body mass),Cryptolestes ferrugineus,rusty grain beetle,Metazoa,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,ferrugineus,instar 4,38,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,6.355E-7,kilogram,dry body mass (mean),0.00000106981776757214,kilogram,2,individual per arena (1),individual,5774.3290010665,cubic meter,0.00000106981776757214,kilogram (wet body mass),parasitization rate,reproduction,life history,Fig 1,"Flinn P.W. 1991. Temperature-dependent functional response of the parasitoid Cephalonomia waterstoni (Gahan) (Hymenoptera: Bethylidae) attacking rusty grain beetle larvae (Coleoptera: Cucujidae). Environmental Entomology 20(3), 872-876.",http://dx.doi.org/10.1093/ee/20.3.872,Biotraits,null@null.invalid,
MTD959,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,0,individual / (1 individual * 24 hour),,,,0,individual / (individual * second),,,,1,terrestrial,lab,0.0003463606,cubic metre,0.0003463606,cubic metre,20,direct,celsius,,,,,,,,,12,hour,43200,second,,,not replaced,,not replaced,"Manhattan, Kansas, USA",,,,0,,39.184,-96.572,Cephalonomia waterstoni,bethylid wasp,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Bethylidae,Cephalonomia,waterstoni,adult,20,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,5.01436E-7,kilogram,dry body mass (mean),8.47845901560577E-7,kilogram,1,individual per arena (1),individual,2887.1645005333,cubic meter,8.47845901560577E-7,kilogram (wet body mass),Cryptolestes ferrugineus,rusty grain beetle,Metazoa,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,ferrugineus,instar 4,20,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,6.355E-7,kilogram,dry body mass (mean),0.00000106981776757214,kilogram,4,individual per arena (1),individual,11548.658002133,cubic meter,0.00000106981776757214,kilogram (wet body mass),parasitization rate,reproduction,life history,Fig 1,"Flinn P.W. 1991. Temperature-dependent functional response of the parasitoid Cephalonomia waterstoni (Gahan) (Hymenoptera: Bethylidae) attacking rusty grain beetle larvae (Coleoptera: Cucujidae). Environmental Entomology 20(3), 872-876.",http://dx.doi.org/10.1093/ee/20.3.872,Biotraits,null@null.invalid,
MTD959,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,1,individual / (1 individual * 24 hour),,,,0.00001157407,individual / (individual * second),,,,1,terrestrial,lab,0.0003463606,cubic metre,0.0003463606,cubic metre,20,direct,celsius,,,,,,,,,12,hour,43200,second,,,not replaced,,not replaced,"Manhattan, Kansas, USA",,,,0,,39.184,-96.572,Cephalonomia waterstoni,bethylid wasp,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Bethylidae,Cephalonomia,waterstoni,adult,20,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,5.01436E-7,kilogram,dry body mass (mean),8.47845901560577E-7,kilogram,1,individual per arena (1),individual,2887.1645005333,cubic meter,8.47845901560577E-7,kilogram (wet body mass),Cryptolestes ferrugineus,rusty grain beetle,Metazoa,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,ferrugineus,instar 4,20,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,6.355E-7,kilogram,dry body mass (mean),0.00000106981776757214,kilogram,4,individual per arena (1),individual,11548.658002133,cubic meter,0.00000106981776757214,kilogram (wet body mass),parasitization rate,reproduction,life history,Fig 1,"Flinn P.W. 1991. Temperature-dependent functional response of the parasitoid Cephalonomia waterstoni (Gahan) (Hymenoptera: Bethylidae) attacking rusty grain beetle larvae (Coleoptera: Cucujidae). Environmental Entomology 20(3), 872-876.",http://dx.doi.org/10.1093/ee/20.3.872,Biotraits,null@null.invalid,
MTD959,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,Host-Per-Parasitoid Parasitization Rate,Number of hosts parasitized per parasitoid per time,2,individual / (1 individual * 24 hour),,,,0.00002314815,individual / (individual * second),,,,1,terrestrial,lab,0.0003463606,cubic metre,0.0003463606,cubic metre,20,direct,celsius,,,,,,,,,12,hour,43200,second,,,not replaced,,not replaced,"Manhattan, Kansas, USA",,,,0,,39.184,-96.572,Cephalonomia waterstoni,bethylid wasp,,,,Metazoa,Arthropoda,Insecta,Hymenoptera,Bethylidae,Cephalonomia,waterstoni,adult,20,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,5.01436E-7,kilogram,dry body mass (mean),8.47845901560577E-7,kilogram,1,individual per arena (1),individual,2887.1645005333,cubic meter,8.47845901560577E-7,kilogram (wet body mass),Cryptolestes ferrugineus,rusty grain beetle,Metazoa,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,ferrugineus,instar 4,20,celsius,inferred (ambient),,,,,,captive bred,,,,,,,,,,,,,6.355E-7,kilogram,dry body mass (mean),0.00000106981776757214,kilogram,4,individual per arena (1),individual,11548.658002133,cubic meter,0.00000106981776757214,kilogram (wet body mass),parasitization rate,reproduction,life history,Fig 1,"Flinn P.W. 1991. Temperature-dependent functional response of the parasitoid Cephalonomia waterstoni (Gahan) (Hymenoptera: Bethylidae) attacking rusty grain beetle larvae (Coleoptera: Cucujidae). Environmental Entomology 20(3), 872-876.",http://dx.doi.org/10.1093/ee/20.3.872,Biotraits,null@null.invalid,
