published_data.originaltraitname,published_data.habitat,published_data.interactor1,published_data.interactor1size,published_data.interactor1sizeunit,published_data.interactor1sizetype,published_data.interactor1sizesi,published_data.interactor1sizeunitsi,published_data.interactor1massvaluesi,published_data.interactor1massunitsi,published_data.interactor2,published_data.interactor2size,published_data.interactor2sizeunit,published_data.interactor2sizetype,published_data.interactor2sizesi,published_data.interactor2sizeunitsi,published_data.interactor2massvaluesi,published_data.interactor2massunitsi,sizepred,sizeprey
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0232515,meter,shell length (point),0.008291231,kilogram,0.008291231,kilogram (wet tissue mass),0.15,0.0232515
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0202943,meter,shell length (point),0.0070462982,kilogram,0.0070462982,kilogram (wet tissue mass),0.15,0.0202943
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0235476,meter,shell length (point),0.0084177324,kilogram,0.0084177324,kilogram (wet tissue mass),0.15,0.0235476
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0182981,meter,shell length (point),0.0062260333,kilogram,0.0062260333,kilogram (wet tissue mass),0.15,0.0182981
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0196057,meter,shell length (point),0.0067614342,kilogram,0.0067614342,kilogram (wet tissue mass),0.15,0.0196057
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0178738,meter,shell length (point),0.0060539091,kilogram,0.0060539091,kilogram (wet tissue mass),0.15,0.0178738
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.020513,meter,shell length (point),0.0071371808,kilogram,0.0071371808,kilogram (wet tissue mass),0.15,0.020513
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0210474,meter,shell length (point),0.0073600718,kilogram,0.0073600718,kilogram (wet tissue mass),0.15,0.0210474
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0175098,meter,shell length (point),0.0059068917,kilogram,0.0059068917,kilogram (wet tissue mass),0.15,0.0175098
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0155911,meter,shell length (point),0.0051421761,kilogram,0.0051421761,kilogram (wet tissue mass),0.15,0.0155911
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0264664,meter,shell length (point),0.0096816756,kilogram,0.0096816756,kilogram (wet tissue mass),0.15,0.0264664
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0163656,meter,shell length (point),0.0054487428,kilogram,0.0054487428,kilogram (wet tissue mass),0.15,0.0163656
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0261008,meter,shell length (point),0.0095217132,kilogram,0.0095217132,kilogram (wet tissue mass),0.15,0.0261008
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.029993,meter,shell length (point),0.0112476472,kilogram,0.0112476472,kilogram (wet tissue mass),0.15,0.029993
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0263957,meter,shell length (point),0.0096507061,kilogram,0.0096507061,kilogram (wet tissue mass),0.15,0.0263957
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0221053,meter,shell length (point),0.0078046575,kilogram,0.0078046575,kilogram (wet tissue mass),0.15,0.0221053
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0290393,meter,shell length (point),0.0108201442,kilogram,0.0108201442,kilogram (wet tissue mass),0.15,0.0290393
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0287562,meter,shell length (point),0.0106938064,kilogram,0.0106938064,kilogram (wet tissue mass),0.15,0.0287562
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0294763,meter,shell length (point),0.0110156709,kilogram,0.0110156709,kilogram (wet tissue mass),0.15,0.0294763
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0274296,meter,shell length (point),0.0101052912,kilogram,0.0101052912,kilogram (wet tissue mass),0.15,0.0274296
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0232492,meter,shell length (point),0.0082902497,kilogram,0.0082902497,kilogram (wet tissue mass),0.15,0.0232492
Ingestion Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0276349,meter,shell length (point),0.0101959865,kilogram,0.0101959865,kilogram (wet tissue mass),0.15,0.0276349
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0246519,meter,shell length (point),0.008892358,kilogram,0.008892358,kilogram (wet tissue mass),0.15,0.0246519
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0256123,meter,shell length (point),0.0093087001,kilogram,0.0093087001,kilogram (wet tissue mass),0.15,0.0256123
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0252993,meter,shell length (point),0.0091726531,kilogram,0.0091726531,kilogram (wet tissue mass),0.15,0.0252993
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0249828,meter,shell length (point),0.0090354365,kilogram,0.0090354365,kilogram (wet tissue mass),0.15,0.0249828
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0275235,meter,shell length (point),0.0101467559,kilogram,0.0101467559,kilogram (wet tissue mass),0.15,0.0275235
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.025466,meter,shell length (point),0.0092450672,kilogram,0.0092450672,kilogram (wet tissue mass),0.15,0.025466
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.026041,meter,shell length (point),0.0094955925,kilogram,0.0094955925,kilogram (wet tissue mass),0.15,0.026041
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0314604,meter,shell length (point),0.011911039,kilogram,0.011911039,kilogram (wet tissue mass),0.15,0.0314604
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0236735,meter,shell length (point),0.0084716186,kilogram,0.0084716186,kilogram (wet tissue mass),0.15,0.0236735
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0302548,meter,shell length (point),0.0113655082,kilogram,0.0113655082,kilogram (wet tissue mass),0.15,0.0302548
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0238869,meter,shell length (point),0.0085630889,kilogram,0.0085630889,kilogram (wet tissue mass),0.15,0.0238869
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0285452,meter,shell length (point),0.0105998138,kilogram,0.0105998138,kilogram (wet tissue mass),0.15,0.0285452
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0190152,meter,shell length (point),0.00651874,kilogram,0.00651874,kilogram (wet tissue mass),0.15,0.0190152
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0235915,meter,shell length (point),0.0084365153,kilogram,0.0084365153,kilogram (wet tissue mass),0.15,0.0235915
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0274625,meter,shell length (point),0.0101198159,kilogram,0.0101198159,kilogram (wet tissue mass),0.15,0.0274625
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0330836,meter,shell length (point),0.0126526033,kilogram,0.0126526033,kilogram (wet tissue mass),0.15,0.0330836
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0141931,meter,shell length (point),0.0045964594,kilogram,0.0045964594,kilogram (wet tissue mass),0.15,0.0141931
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0204126,meter,shell length (point),0.0070954345,kilogram,0.0070954345,kilogram (wet tissue mass),0.15,0.0204126
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0246096,meter,shell length (point),0.0088740961,kilogram,0.0088740961,kilogram (wet tissue mass),0.15,0.0246096
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0205754,meter,shell length (point),0.0071631474,kilogram,0.0071631474,kilogram (wet tissue mass),0.15,0.0205754
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0304349,meter,shell length (point),0.011446714,kilogram,0.011446714,kilogram (wet tissue mass),0.15,0.0304349
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0309181,meter,shell length (point),0.0116650885,kilogram,0.0116650885,kilogram (wet tissue mass),0.15,0.0309181
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0287087,meter,shell length (point),0.0106726343,kilogram,0.0106726343,kilogram (wet tissue mass),0.15,0.0287087
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0323882,meter,shell length (point),0.0123339265,kilogram,0.0123339265,kilogram (wet tissue mass),0.15,0.0323882
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0253472,meter,shell length (point),0.0091934508,kilogram,0.0091934508,kilogram (wet tissue mass),0.15,0.0253472
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0181521,meter,shell length (point),0.0061667155,kilogram,0.0061667155,kilogram (wet tissue mass),0.15,0.0181521
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0209454,meter,shell length (point),0.0073174401,kilogram,0.0073174401,kilogram (wet tissue mass),0.15,0.0209454
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0204433,meter,shell length (point),0.0071081952,kilogram,0.0071081952,kilogram (wet tissue mass),0.15,0.0204433
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.029406,meter,shell length (point),0.0109841751,kilogram,0.0109841751,kilogram (wet tissue mass),0.15,0.029406
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0232106,meter,shell length (point),0.0082737832,kilogram,0.0082737832,kilogram (wet tissue mass),0.15,0.0232106
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0155575,meter,shell length (point),0.0051289432,kilogram,0.0051289432,kilogram (wet tissue mass),0.15,0.0155575
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0232444,meter,shell length (point),0.0082882017,kilogram,0.0082882017,kilogram (wet tissue mass),0.15,0.0232444
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0161857,meter,shell length (point),0.0053772731,kilogram,0.0053772731,kilogram (wet tissue mass),0.15,0.0161857
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0232485,meter,shell length (point),0.008289951,kilogram,0.008289951,kilogram (wet tissue mass),0.15,0.0232485
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0195552,meter,shell length (point),0.006740621,kilogram,0.006740621,kilogram (wet tissue mass),0.15,0.0195552
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0262858,meter,shell length (point),0.0096025994,kilogram,0.0096025994,kilogram (wet tissue mass),0.15,0.0262858
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0235227,meter,shell length (point),0.008407082,kilogram,0.008407082,kilogram (wet tissue mass),0.15,0.0235227
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0189008,meter,shell length (point),0.0064718942,kilogram,0.0064718942,kilogram (wet tissue mass),0.15,0.0189008
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0220408,meter,shell length (point),0.0077774259,kilogram,0.0077774259,kilogram (wet tissue mass),0.15,0.0220408
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0276446,meter,shell length (point),0.0102002751,kilogram,0.0102002751,kilogram (wet tissue mass),0.15,0.0276446
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.017734,meter,shell length (point),0.0059973737,kilogram,0.0059973737,kilogram (wet tissue mass),0.15,0.017734
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0174349,meter,shell length (point),0.0058767148,kilogram,0.0058767148,kilogram (wet tissue mass),0.15,0.0174349
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0202728,meter,shell length (point),0.0070373743,kilogram,0.0070373743,kilogram (wet tissue mass),0.15,0.0202728
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0193497,meter,shell length (point),0.0066560367,kilogram,0.0066560367,kilogram (wet tissue mass),0.15,0.0193497
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0264118,meter,shell length (point),0.009657757,kilogram,0.009657757,kilogram (wet tissue mass),0.15,0.0264118
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0227964,meter,shell length (point),0.0080974399,kilogram,0.0080974399,kilogram (wet tissue mass),0.15,0.0227964
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0287888,meter,shell length (point),0.0107083414,kilogram,0.0107083414,kilogram (wet tissue mass),0.15,0.0287888
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0261078,meter,shell length (point),0.0095247716,kilogram,0.0095247716,kilogram (wet tissue mass),0.15,0.0261078
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0290949,meter,shell length (point),0.0108449871,kilogram,0.0108449871,kilogram (wet tissue mass),0.15,0.0290949
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0299786,meter,shell length (point),0.0112411707,kilogram,0.0112411707,kilogram (wet tissue mass),0.15,0.0299786
Subjugation Duration,marine,Callinectes sapidus,0.15,meter,carapace width (mean),NA,,NA,,Crassostrea virginica,0.0275294,meter,shell length (point),0.0101493622,kilogram,0.0101493622,kilogram (wet tissue mass),0.15,0.0275294
Handling Duration,marine,Crangon septemspinosa,0.055,meter,body length (mean),0.0015122416,kilogram,0.0015122416,kilogram (wet body mass),Pseudopleuronectes americanus,0.015,meter,body length (mean),1.3577859966866e-05,kilogram,1.3577859966866e-05,kilogram (wet body mass),0.055,0.015
Handling Duration,marine,Crangon septemspinosa,0.055,meter,body length (mean),0.0015122416,kilogram,0.0015122416,kilogram (wet body mass),Pseudopleuronectes americanus,0.015,meter,body length (mean),1.3577859966866e-05,kilogram,1.3577859966866e-05,kilogram (wet body mass),0.055,0.015
Handling Duration,marine,Crangon septemspinosa,0.055,meter,body length (mean),0.0015122416,kilogram,0.0015122416,kilogram (wet body mass),Pseudopleuronectes americanus,0.015,meter,body length (mean),1.3577859966866e-05,kilogram,1.3577859966866e-05,kilogram (wet body mass),0.055,0.015
Handling Duration,marine,Crangon septemspinosa,0.055,meter,body length (mean),0.0015122416,kilogram,0.0015122416,kilogram (wet body mass),Pseudopleuronectes americanus,0.015,meter,body length (mean),1.3577859966866e-05,kilogram,1.3577859966866e-05,kilogram (wet body mass),0.055,0.015
Resource Consumption Rate,marine,Crangon septemspinosa,0.055,meter,body length (mean),0.0015122416,kilogram,0.0015122416,kilogram (wet body mass),Pseudopleuronectes americanus,0.015,meter,body length (mean),1.3577859966866e-05,kilogram,1.3577859966866e-05,kilogram (wet body mass),0.055,0.015
Resource Consumption Rate,marine,Crangon septemspinosa,0.055,meter,body length (mean),0.0015122416,kilogram,0.0015122416,kilogram (wet body mass),Pseudopleuronectes americanus,0.015,meter,body length (mean),1.3577859966866e-05,kilogram,1.3577859966866e-05,kilogram (wet body mass),0.055,0.015
Resource Consumption Rate,marine,Crangon septemspinosa,0.055,meter,body length (mean),0.0015122416,kilogram,0.0015122416,kilogram (wet body mass),Pseudopleuronectes americanus,0.015,meter,body length (mean),1.3577859966866e-05,kilogram,1.3577859966866e-05,kilogram (wet body mass),0.055,0.015
Resource Consumption Rate,marine,Crangon septemspinosa,0.055,meter,body length (mean),0.0015122416,kilogram,0.0015122416,kilogram (wet body mass),Pseudopleuronectes americanus,0.015,meter,body length (mean),1.3577859966866e-05,kilogram,1.3577859966866e-05,kilogram (wet body mass),0.055,0.015
Resource Consumption Rate,marine,Crangon septemspinosa,0.055,meter,body length (mean),0.0015122416,kilogram,0.0015122416,kilogram (wet body mass),Pseudopleuronectes americanus,0.015,meter,body length (mean),1.3577859966866e-05,kilogram,1.3577859966866e-05,kilogram (wet body mass),0.055,0.015
Resource Consumption Rate,marine,Crangon septemspinosa,0.055,meter,body length (mean),0.0015122416,kilogram,0.0015122416,kilogram (wet body mass),Pseudopleuronectes americanus,0.015,meter,body length (mean),1.3577859966866e-05,kilogram,1.3577859966866e-05,kilogram (wet body mass),0.055,0.015
Resource Consumption Rate,marine,Crangon septemspinosa,0.055,meter,body length (mean),0.0015122416,kilogram,0.0015122416,kilogram (wet body mass),Pseudopleuronectes americanus,0.015,meter,body length (mean),1.3577859966866e-05,kilogram,1.3577859966866e-05,kilogram (wet body mass),0.055,0.015
Resource Consumption Rate,marine,Crangon septemspinosa,0.055,meter,body length (mean),0.0015122416,kilogram,0.0015122416,kilogram (wet body mass),Pseudopleuronectes americanus,0.015,meter,body length (mean),1.3577859966866e-05,kilogram,1.3577859966866e-05,kilogram (wet body mass),0.055,0.015
Resource Consumption Rate,marine,Crangon septemspinosa,0.055,meter,body length (mean),0.0015122416,kilogram,0.0015122416,kilogram (wet body mass),Pseudopleuronectes americanus,0.015,meter,body length (mean),1.3577859966866e-05,kilogram,1.3577859966866e-05,kilogram (wet body mass),0.055,0.015
Resource Consumption Rate,marine,Crangon septemspinosa,0.055,meter,body length (mean),0.0015122416,kilogram,0.0015122416,kilogram (wet body mass),Pseudopleuronectes americanus,0.015,meter,body length (mean),1.3577859966866e-05,kilogram,1.3577859966866e-05,kilogram (wet body mass),0.055,0.015
Resource Consumption Rate,marine,Crangon septemspinosa,0.055,meter,body length (mean),0.0015122416,kilogram,0.0015122416,kilogram (wet body mass),Pseudopleuronectes americanus,0.015,meter,body length (mean),1.3577859966866e-05,kilogram,1.3577859966866e-05,kilogram (wet body mass),0.055,0.015
Resource Consumption Rate,marine,Crangon septemspinosa,0.055,meter,body length (mean),0.0015122416,kilogram,0.0015122416,kilogram (wet body mass),Pseudopleuronectes americanus,0.015,meter,body length (mean),1.3577859966866e-05,kilogram,1.3577859966866e-05,kilogram (wet body mass),0.055,0.015
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
Resource Consumption Rate,freshwater,Naucoris congrex,NA,,,7.68414514093972e-08,kilogram,7.68414514093972e-08,kilogram (wet body mass),Culicidae spp.,NA,,not stated,9.4e-06,kilogram,9.4e-06,kilogram (wet body mass),7.68414514093972e-08,9.4e-06
