published_data.originalid,published_data.originaltraitname,published_data.originaltraitdef,published_data.standardisedtraitname,published_data.standardisedtraitdef,published_data.originaltraitvalue,published_data.originaltraitunit,published_data.originalerrorpos,published_data.originalerrorneg,published_data.originalerrorunit,published_data.standardisedtraitvalue,published_data.standardisedtraitunit,published_data.standardisederrorpos,published_data.standardisederrorneg,published_data.standardisederrorunit,published_data.replicates,published_data.habitat,published_data.labfield,published_data.arenavalue,published_data.arenaunit,published_data.arenavaluesi,published_data.arenaunitsi,published_data.ambienttemp,published_data.ambienttempmethod,published_data.ambienttempunit,published_data.ambientlight,published_data.ambientlightunit,published_data.secondstressor,published_data.secondstressordef,published_data.secondstressorvalue,published_data.secondstressorunit,published_data.timestart,published_data.timeend,published_data.totalobstimevalue,published_data.totalobstimeunit,published_data.totalobstimevaluesi,published_data.totalobstimeunitsi,published_data.totalobstimenotes,published_data.resrepvalue,published_data.resrepunit,published_data.resrepvaluesi,published_data.resrepunitsi,published_data.locationtext,published_data.locationtype,published_data.originallocationdate,published_data.locationdate,published_data.locationdateprecision,published_data.coordinatetype,published_data.latitude,published_data.longitude,published_data.interactor1,published_data.interactor1common,published_data.interactor1wholepart,published_data.interactor1wholeparttype,published_data.interactor1number,published_data.interactor1kingdom,published_data.interactor1phylum,published_data.interactor1class,published_data.interactor1order,published_data.interactor1family,published_data.interactor1genus,published_data.interactor1species,published_data.interactor1stage,published_data.interactor1temp,published_data.interactor1tempunit,published_data.interactor1tempmethod,published_data.interactor1growthtemp,published_data.interactor1growthtempunit,published_data.interactor1growthdur,published_data.interactor1growthdurunit,published_data.interactor1growthtype,published_data.interactor1acc,published_data.interactor1acctemp,published_data.interactor1acctempnotes,published_data.interactor1acctime,published_data.interactor1acctimenotes,published_data.interactor1acctimeunit,published_data.interactor1origtemp,published_data.interactor1origtempnotes,published_data.interactor1origtime,published_data.interactor1origtimenotes,published_data.interactor1origtimeunit,published_data.interactor1equilibtimevalue,published_data.interactor1equilibtimeunit,published_data.interactor1size,published_data.interactor1sizeunit,published_data.interactor1sizetype,published_data.interactor1sizesi,published_data.interactor1sizeunitsi,published_data.interactor1denvalue,published_data.interactor1denunit,published_data.interactor1dentypesi,published_data.interactor1denvaluesi,published_data.interactor1denunitsi,published_data.interactor1massvaluesi,published_data.interactor1massunitsi,published_data.interactor2,published_data.interactor2common,published_data.interactor2kingdom,published_data.interactor2phylum,published_data.interactor2class,published_data.interactor2order,published_data.interactor2family,published_data.interactor2genus,published_data.interactor2species,published_data.interactor2stage,published_data.interactor2temp,published_data.interactor2tempunit,published_data.interactor2tempmethod,published_data.interactor2growthtemp,published_data.interactor2growthtempunit,published_data.interactor2growthdur,published_data.interactor2growthdurunit,published_data.interactor2growthtype,published_data.interactor2acc,published_data.interactor2acctemp,published_data.interactor2acctempnotes,published_data.interactor2acctime,published_data.interactor2acctimenotes,published_data.interactor2acctimeunit,published_data.interactor2origtemp,published_data.interactor2origtempnotes,published_data.interactor2origtime,published_data.interactor2origtimenotes,published_data.interactor2origtimeunit,published_data.interactor2equilibtimevalue,published_data.interactor2equilibtimeunit,published_data.interactor2size,published_data.interactor2sizeunit,published_data.interactor2sizetype,published_data.interactor2sizesi,published_data.interactor2sizeunitsi,published_data.interactor2denvalue,published_data.interactor2denunit,published_data.interactor2dentypesi,published_data.interactor2denvaluesi,published_data.interactor2denunitsi,published_data.interactor2massvaluesi,published_data.interactor2massunitsi,published_data.physicalprocess,published_data.physicalprocess_1,published_data.physicalprocess_2,published_data.figuretable,published_data.citation,published_data.doi,published_data.submittedby,published_data.contributoremail,published_data.notes
MTD1384,Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),103.4,millimeter / (1 individual * 1 second),11,11,,0.1034,meter / (individual * second),0.011,0.011,SD,10,freshwater,lab,,,,,10,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Ford County, Illinois, USA",,,,0,,40.497,-88.198,light,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,Micropterus dolomieu,smallmouth bass,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,juvenile,10,celsius,inferred (ambient),,,,,,field collected,10,,432000,>5 day,second,,,,,,,,0.0221,meter,body length (point),0.0000239500645022907,kilogram,1,individual per arena (1),individual,1,arena,0.0000239500645022907,kilogram (wet body mass),critical travel velocity,endurance,biomechanics,Table 1,"Larimore R.W. & M.J. Duever. 1968. Effects of temperature acclimation on the swimming ability of smallmouth bass fry. Transactions of the American Fisheries Society 97, 175-184.",http://dx.doi.org/10.1577/1548-8659(1968)97[175:EOTAOT]2.0.CO;2,Biotraits,null@null.invalid,
MTD1384,Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),136.6,millimeter / (1 individual * 1 second),14,14,,0.1366,meter / (individual * second),0.014,0.014,SD,10,freshwater,lab,,,,,15,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Ford County, Illinois, USA",,,,0,,40.497,-88.198,light,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,Micropterus dolomieu,smallmouth bass,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,juvenile,15,celsius,inferred (ambient),,,,,,field collected,10,,432000,>5 day,second,,,,,,,,0.0227,meter,body length (point),0.0000258466587777599,kilogram,1,individual per arena (1),individual,1,arena,0.0000258466587777599,kilogram (wet body mass),critical travel velocity,endurance,biomechanics,Table 1,"Larimore R.W. & M.J. Duever. 1968. Effects of temperature acclimation on the swimming ability of smallmouth bass fry. Transactions of the American Fisheries Society 97, 175-184.",http://dx.doi.org/10.1577/1548-8659(1968)97[175:EOTAOT]2.0.CO;2,Biotraits,null@null.invalid,
MTD1384,Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),167.8,millimeter / (1 individual * 1 second),10.8,10.8,,0.1678,meter / (individual * second),0.0108,0.0108,SD,10,freshwater,lab,,,,,20,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Ford County, Illinois, USA",,,,0,,40.497,-88.198,light,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,Micropterus dolomieu,smallmouth bass,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,juvenile,20,celsius,inferred (ambient),,,,,,field collected,10,,432000,>5 day,second,,,,,,,,0.0215,meter,body length (point),0.000036294,kilogram,1,individual per arena (1),individual,1,arena,0.000036294,kilogram (wet body mass),critical travel velocity,endurance,biomechanics,Table 1,"Larimore R.W. & M.J. Duever. 1968. Effects of temperature acclimation on the swimming ability of smallmouth bass fry. Transactions of the American Fisheries Society 97, 175-184.",http://dx.doi.org/10.1577/1548-8659(1968)97[175:EOTAOT]2.0.CO;2,Biotraits,null@null.invalid,
MTD1384,Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),164.8,millimeter / (1 individual * 1 second),22.9,22.9,,0.1648,meter / (individual * second),0.0229,0.0229,SD,10,freshwater,lab,,,,,25,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Ford County, Illinois, USA",,,,0,,40.497,-88.198,light,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,Micropterus dolomieu,smallmouth bass,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,juvenile,25,celsius,inferred (ambient),,,,,,field collected,10,,432000,>5 day,second,,,,,,,,0.0215,meter,body length (point),0.000036294,kilogram,1,individual per arena (1),individual,1,arena,0.000036294,kilogram (wet body mass),critical travel velocity,endurance,biomechanics,Table 1,"Larimore R.W. & M.J. Duever. 1968. Effects of temperature acclimation on the swimming ability of smallmouth bass fry. Transactions of the American Fisheries Society 97, 175-184.",http://dx.doi.org/10.1577/1548-8659(1968)97[175:EOTAOT]2.0.CO;2,Biotraits,null@null.invalid,
MTD1385,Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),71.9,millimeter / (1 individual * 1 second),14.8,14.8,,0.0719,meter / (individual * second),0.0148,0.0148,SD,8,freshwater,lab,,,,,10,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Ford County, Illinois, USA",,,,0,,40.497,-88.198,light,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,Micropterus dolomieu,smallmouth bass,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,juvenile,10,celsius,inferred (ambient),,,,,,field collected,15,,432000,>5 day,second,,,,,,,,0.0216,meter,body length (point),0.0000368640698052103,kilogram,1,individual per arena (1),individual,1,arena,0.0000368640698052103,kilogram (wet body mass),critical travel velocity,endurance,biomechanics,Table 1,"Larimore R.W. & M.J. Duever. 1968. Effects of temperature acclimation on the swimming ability of smallmouth bass fry. Transactions of the American Fisheries Society 97, 175-184.",http://dx.doi.org/10.1577/1548-8659(1968)97[175:EOTAOT]2.0.CO;2,Biotraits,null@null.invalid,
MTD1385,Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),149.8,millimeter / (1 individual * 1 second),15.4,15.4,,0.1498,meter / (individual * second),0.0154,0.0154,SD,8,freshwater,lab,,,,,15,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Ford County, Illinois, USA",,,,0,,40.497,-88.198,light,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,Micropterus dolomieu,smallmouth bass,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,juvenile,15,celsius,inferred (ambient),,,,,,field collected,15,,432000,>5 day,second,,,,,,,,0.022,meter,body length (point),0.0000236430622067873,kilogram,1,individual per arena (1),individual,1,arena,0.0000236430622067873,kilogram (wet body mass),critical travel velocity,endurance,biomechanics,Table 1,"Larimore R.W. & M.J. Duever. 1968. Effects of temperature acclimation on the swimming ability of smallmouth bass fry. Transactions of the American Fisheries Society 97, 175-184.",http://dx.doi.org/10.1577/1548-8659(1968)97[175:EOTAOT]2.0.CO;2,Biotraits,null@null.invalid,
MTD1385,Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),190.3,millimeter / (1 individual * 1 second),32.6,32.6,,0.1903,meter / (individual * second),0.0326,0.0326,SD,8,freshwater,lab,,,,,20,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Ford County, Illinois, USA",,,,0,,40.497,-88.198,light,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,Micropterus dolomieu,smallmouth bass,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,juvenile,20,celsius,inferred (ambient),,,,,,field collected,15,,432000,>5 day,second,,,,,,,,0.0223,meter,body length (point),0.0000245718261103772,kilogram,1,individual per arena (1),individual,1,arena,0.0000245718261103772,kilogram (wet body mass),critical travel velocity,endurance,biomechanics,Table 1,"Larimore R.W. & M.J. Duever. 1968. Effects of temperature acclimation on the swimming ability of smallmouth bass fry. Transactions of the American Fisheries Society 97, 175-184.",http://dx.doi.org/10.1577/1548-8659(1968)97[175:EOTAOT]2.0.CO;2,Biotraits,null@null.invalid,
MTD1385,Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),239,millimeter / (1 individual * 1 second),23.4,23.4,,0.239,meter / (individual * second),0.0234,0.0234,SD,8,freshwater,lab,,,,,25,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Ford County, Illinois, USA",,,,0,,40.497,-88.198,light,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,Micropterus dolomieu,smallmouth bass,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,juvenile,25,celsius,inferred (ambient),,,,,,field collected,15,,432000,>5 day,second,,,,,,,,0.0236,meter,body length (point),0.0000288705991297415,kilogram,1,individual per arena (1),individual,1,arena,0.0000288705991297415,kilogram (wet body mass),critical travel velocity,endurance,biomechanics,Table 1,"Larimore R.W. & M.J. Duever. 1968. Effects of temperature acclimation on the swimming ability of smallmouth bass fry. Transactions of the American Fisheries Society 97, 175-184.",http://dx.doi.org/10.1577/1548-8659(1968)97[175:EOTAOT]2.0.CO;2,Biotraits,null@null.invalid,
MTD1385,Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),130.3,millimeter / (1 individual * 1 second),30.8,30.8,,0.1303,meter / (individual * second),0.0308,0.0308,SD,8,freshwater,lab,,,,,30,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Ford County, Illinois, USA",,,,0,,40.497,-88.198,light,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,Micropterus dolomieu,smallmouth bass,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,juvenile,30,celsius,inferred (ambient),,,,,,field collected,15,,432000,>5 day,second,,,,,,,,0.0219,meter,body length (point),0.0000386127618680737,kilogram,1,individual per arena (1),individual,1,arena,0.0000386127618680737,kilogram (wet body mass),critical travel velocity,endurance,biomechanics,Table 1,"Larimore R.W. & M.J. Duever. 1968. Effects of temperature acclimation on the swimming ability of smallmouth bass fry. Transactions of the American Fisheries Society 97, 175-184.",http://dx.doi.org/10.1577/1548-8659(1968)97[175:EOTAOT]2.0.CO;2,Biotraits,null@null.invalid,
MTD1386,Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),84.6,millimeter / (1 individual * 1 second),14.8,14.8,,0.0846,meter / (individual * second),0.0148,0.0148,SD,10,freshwater,lab,,,,,10,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Ford County, Illinois, USA",,,,0,,40.497,-88.198,light,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,Micropterus dolomieu,smallmouth bass,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,juvenile,10,celsius,inferred (ambient),,,,,,field collected,25,,432000,>5 day,second,,,,,,,,0.0232,meter,body length (point),0.0000274997325965399,kilogram,1,individual per arena (1),individual,1,arena,0.0000274997325965399,kilogram (wet body mass),critical travel velocity,endurance,biomechanics,Table 1,"Larimore R.W. & M.J. Duever. 1968. Effects of temperature acclimation on the swimming ability of smallmouth bass fry. Transactions of the American Fisheries Society 97, 175-184.",http://dx.doi.org/10.1577/1548-8659(1968)97[175:EOTAOT]2.0.CO;2,Biotraits,null@null.invalid,
MTD1386,Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),181.3,millimeter / (1 individual * 1 second),16.2,16.2,,0.1813,meter / (individual * second),0.0162,0.0162,SD,10,freshwater,lab,,,,,15,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Ford County, Illinois, USA",,,,0,,40.497,-88.198,light,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,Micropterus dolomieu,smallmouth bass,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,juvenile,15,celsius,inferred (ambient),,,,,,field collected,25,,432000,>5 day,second,,,,,,,,0.0224,meter,body length (point),0.0000248866055297551,kilogram,1,individual per arena (1),individual,1,arena,0.0000248866055297551,kilogram (wet body mass),critical travel velocity,endurance,biomechanics,Table 1,"Larimore R.W. & M.J. Duever. 1968. Effects of temperature acclimation on the swimming ability of smallmouth bass fry. Transactions of the American Fisheries Society 97, 175-184.",http://dx.doi.org/10.1577/1548-8659(1968)97[175:EOTAOT]2.0.CO;2,Biotraits,null@null.invalid,
MTD1386,Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),198.5,millimeter / (1 individual * 1 second),17.8,17.8,,0.1985,meter / (individual * second),0.0178,0.0178,SD,10,freshwater,lab,,,,,20,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Ford County, Illinois, USA",,,,0,,40.497,-88.198,light,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,Micropterus dolomieu,smallmouth bass,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,juvenile,20,celsius,inferred (ambient),,,,,,field collected,25,,432000,>5 day,second,,,,,,,,0.0222,meter,body length (point),0.0000242596491181257,kilogram,1,individual per arena (1),individual,1,arena,0.0000242596491181257,kilogram (wet body mass),critical travel velocity,endurance,biomechanics,Table 1,"Larimore R.W. & M.J. Duever. 1968. Effects of temperature acclimation on the swimming ability of smallmouth bass fry. Transactions of the American Fisheries Society 97, 175-184.",http://dx.doi.org/10.1577/1548-8659(1968)97[175:EOTAOT]2.0.CO;2,Biotraits,null@null.invalid,
MTD1386,Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),266.2,millimeter / (1 individual * 1 second),16.9,16.9,,0.2662,meter / (individual * second),0.0169,0.0169,SD,10,freshwater,lab,,,,,25,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Ford County, Illinois, USA",,,,0,,40.497,-88.198,light,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,Micropterus dolomieu,smallmouth bass,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,juvenile,25,celsius,inferred (ambient),,,,,,field collected,25,,432000,>5 day,second,,,,,,,,0.0225,meter,body length (point),0.000025204,kilogram,1,individual per arena (1),individual,1,arena,0.000025204,kilogram (wet body mass),critical travel velocity,endurance,biomechanics,Table 1,"Larimore R.W. & M.J. Duever. 1968. Effects of temperature acclimation on the swimming ability of smallmouth bass fry. Transactions of the American Fisheries Society 97, 175-184.",http://dx.doi.org/10.1577/1548-8659(1968)97[175:EOTAOT]2.0.CO;2,Biotraits,null@null.invalid,
MTD1386,Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),292.2,millimeter / (1 individual * 1 second),23.4,23.4,,0.2922,meter / (individual * second),0.0234,0.0234,SD,10,freshwater,lab,,,,,30,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Ford County, Illinois, USA",,,,0,,40.497,-88.198,light,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,Micropterus dolomieu,smallmouth bass,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,juvenile,30,celsius,inferred (ambient),,,,,,field collected,25,,432000,>5 day,second,,,,,,,,0.0225,meter,body length (point),0.000025204,kilogram,1,individual per arena (1),individual,1,arena,0.000025204,kilogram (wet body mass),critical travel velocity,endurance,biomechanics,Table 1,"Larimore R.W. & M.J. Duever. 1968. Effects of temperature acclimation on the swimming ability of smallmouth bass fry. Transactions of the American Fisheries Society 97, 175-184.",http://dx.doi.org/10.1577/1548-8659(1968)97[175:EOTAOT]2.0.CO;2,Biotraits,null@null.invalid,
MTD1387,Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),176.8,millimeter / (1 individual * 1 second),17.3,17.3,,0.1768,meter / (individual * second),0.0173,0.0173,SD,10,freshwater,lab,,,,,20,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Ford County, Illinois, USA",,,,0,,40.497,-88.198,light,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,Micropterus dolomieu,smallmouth bass,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,juvenile,20,celsius,inferred (ambient),,,,,,field collected,30,,432000,>5 day,second,,,,,,,,0.0227,meter,body length (point),0.0000258466587777599,kilogram,1,individual per arena (1),individual,1,arena,0.0000258466587777599,kilogram (wet body mass),critical travel velocity,endurance,biomechanics,Table 1,"Larimore R.W. & M.J. Duever. 1968. Effects of temperature acclimation on the swimming ability of smallmouth bass fry. Transactions of the American Fisheries Society 97, 175-184.",http://dx.doi.org/10.1577/1548-8659(1968)97[175:EOTAOT]2.0.CO;2,Biotraits,null@null.invalid,
MTD1387,Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),265.2,millimeter / (1 individual * 1 second),11.4,11.4,,0.2652,meter / (individual * second),0.0114,0.0114,SD,10,freshwater,lab,,,,,25,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Ford County, Illinois, USA",,,,0,,40.497,-88.198,light,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,Micropterus dolomieu,smallmouth bass,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,juvenile,25,celsius,inferred (ambient),,,,,,field collected,30,,432000,>5 day,second,,,,,,,,0.0227,meter,body length (point),0.0000258466587777599,kilogram,1,individual per arena (1),individual,1,arena,0.0000258466587777599,kilogram (wet body mass),critical travel velocity,endurance,biomechanics,Table 1,"Larimore R.W. & M.J. Duever. 1968. Effects of temperature acclimation on the swimming ability of smallmouth bass fry. Transactions of the American Fisheries Society 97, 175-184.",http://dx.doi.org/10.1577/1548-8659(1968)97[175:EOTAOT]2.0.CO;2,Biotraits,null@null.invalid,
MTD1387,Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),311.7,millimeter / (1 individual * 1 second),19.5,19.5,,0.3117,meter / (individual * second),0.0195,0.0195,SD,10,freshwater,lab,,,,,30,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Ford County, Illinois, USA",,,,0,,40.497,-88.198,light,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,Micropterus dolomieu,smallmouth bass,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,juvenile,30,celsius,inferred (ambient),,,,,,field collected,30,,432000,>5 day,second,,,,,,,,0.023,meter,body length (point),0.0000268304951857801,kilogram,1,individual per arena (1),individual,1,arena,0.0000268304951857801,kilogram (wet body mass),critical travel velocity,endurance,biomechanics,Table 1,"Larimore R.W. & M.J. Duever. 1968. Effects of temperature acclimation on the swimming ability of smallmouth bass fry. Transactions of the American Fisheries Society 97, 175-184.",http://dx.doi.org/10.1577/1548-8659(1968)97[175:EOTAOT]2.0.CO;2,Biotraits,null@null.invalid,
MTD1388,Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),Critical Travel Velocity,Velocity at which an individual fails to maintain itself within a moving terrain that incrementally increases in speed (measured using a multi-speed flow chamber or treadmill),218.8,millimeter / (1 individual * 1 second),35.8,35.8,,0.2188,meter / (individual * second),0.0358,0.0358,SD,10,freshwater,lab,,,,,25,direct,celsius,,,,,,,,,,not stated,,,,,not stated,,,"Ford County, Illinois, USA",,,,0,,40.497,-88.198,light,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not stated,,,,,,Micropterus dolomieu,smallmouth bass,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,juvenile,25,celsius,inferred (ambient),,,,,,field collected,35,,432000,>5 day,second,,,,,,,,0.0218,meter,body length (point),0.0000380233827625867,kilogram,1,individual per arena (1),individual,1,arena,0.0000380233827625867,kilogram (wet body mass),critical travel velocity,endurance,biomechanics,Table 1,"Larimore R.W. & M.J. Duever. 1968. Effects of temperature acclimation on the swimming ability of smallmouth bass fry. Transactions of the American Fisheries Society 97, 175-184.",http://dx.doi.org/10.1577/1548-8659(1968)97[175:EOTAOT]2.0.CO;2,Biotraits,null@null.invalid,
